"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude"
"11116","Brunswick East","5/146 Mitchell St",1,"u",330000,"VB","Nelson","25/02/2017",4.5,3057,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11117","Brunswick East","156 Glenlyon Rd",3,"h",1050000,"S","Nelson","27/06/2016",4.5,3057,3,1,1,279,122,1900,"Moreland",-37.7729,144.9722
"11118","Brunswick East","21/191 Lygon St",2,"u",440000,"PI","Walshe","27/06/2016",4.5,3057,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11120","Brunswick East","54 Victoria St",2,"h",970000,"S","Nelson","27/06/2016",4.5,3057,1,1,1,213,146.861538586252,1970,"Moreland",-37.7689,144.9788
"11122","Brunswick East","192 Blyth St",3,"h",1600000,"S","Jellis","27/11/2016",4.5,3057,3,1,2,812,113,1920,"Moreland",-37.7673,144.9782
"11123","Brunswick East","120 Victoria St",3,"h",1325000,"PI","Jellis","27/11/2016",4.5,3057,3,2,2,190,135,1940,"Moreland",-37.7684,144.9739
"11132","Brunswick East","13/55 Victoria St",1,"u",290000,"VB","Nelson","28/08/2016",4.5,3057,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11133","Brunswick East","22 Lord St",3,"h",1335000,"S","Jellis","30/07/2016",4.5,3057,3,1,2,308,113,1930,"Moreland",-37.7713,144.9744
"11138","Burnley","12 Loyola Gr",2,"h",1231010,"SP","Jellis","10/12/2016",3.5,3121,2,1,2,225,119,1910,"Yarra",-37.8285,145.0125
"11139","Burnley","92 Madden Gr",2,"h",881000,"SP","Jellis","16/04/2016",3.5,3121,2,1,1,172,94,1900,"Yarra",-37.8283,145.012
"11140","Burnley","148 Stawell St",2,"h",1202500,"S","Jellis","24/09/2016",3.5,3121,2,1,1,149,77,1900,"Yarra",-37.8287,145.0089
"11142","Campbellfield","11 Bailey Ct",3,"h",368000,"SP","Iconek","3/12/2016",14.5,3061,3,1,2,600,146.861538586252,1970,"Hume",-37.6783,144.9672
"11143","Campbellfield","39 Cambridge Wy",3,"h",415000,"S","hockingstuart","3/12/2016",14.5,3061,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11144","Campbellfield","7 Keown Ct",3,"h",455000,"S","YPA","3/12/2016",14.5,3061,3,1,1,766,146.861538586252,1970,"Hume",-37.6804,144.9664
"11145","Campbellfield","54 Blackwood Cr",3,"h",520000,"S","Raine","8/10/2016",14.5,3061,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11147","Campbellfield","36 Augusta Av",3,"h",500000,"S","Barry","17/09/2016",14.5,3061,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11148","Campbellfield","62 Sycamore Cr",3,"h",435000,"S","Raine","19/11/2016",14.5,3061,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11154","Carlton","254 Faraday St",3,"h",1590000,"SP","Woodards","7/05/2016",1.8,3053,2,2,2,100,106,1900,"Melbourne",-37.7983,144.9655
"11156","Carlton","83 Princes St",2,"h",720000,"PI","hockingstuart","7/05/2016",1.8,3053,2,1,1,117,71,1890,"Melbourne",-37.793,144.9728
"11162","Carlton","14/357 Rathdowne St",2,"u",660000,"S","Nelson","13/08/2016",1.8,3053,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11163","Carlton","9/21 University St",2,"t",872000,"S","Jellis","13/08/2016",1.8,3053,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11166","Carlton","136 Faraday St",4,"h",1600000,"PI","hockingstuart","14/05/2016",1.8,3053,4,2,1,635,146.861538586252,1970,"Melbourne",-37.7988,144.97
"11174","Carlton","34 Barkly St",2,"h",1170000,"S","Nelson","18/06/2016",1.8,3053,2,1,1,144,81,1890,"Melbourne",-37.7984,144.9738
"11175","Carlton","436 Lygon St",4,"h",1260000,"PI","Nelson","18/06/2016",1.8,3053,4,1,2,151,146.861538586252,1970,"Melbourne",-37.7965,144.9679
"11179","Carlton","32 Dorrit St",4,"h",2033000,"S","Nelson","23/04/2016",1.8,3053,2,2,2,123,146.861538586252,1970,"Melbourne",-37.7998,144.9665
"11190","Carlton","11/538 Swanston St",2,"u",400000,"VB","Dingle","28/08/2016",1.8,3053,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11192","Carlton","24 Pitt St",2,"h",957000,"S","Woodards","30/07/2016",1.8,3053,2,1,1,122,146.861538586252,1970,"Melbourne",-37.7957,144.9724
"11202","East Melbourne","510 Victoria Pde",3,"h",1450000,"SP","Nelson","13/08/2016",1.5,3002,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11204","East Melbourne","496 Victoria Pde",4,"h",1475000,"S","Frank","18/06/2016",1.5,3002,2,1,1,179,146.861538586252,1970,"Melbourne",-37.8099,144.9879
"11206","East Melbourne","20/1 Wellington Cr",1,"u",615000,"SP","Caine","22/05/2016",1.5,3002,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11208","East Melbourne","58/1 Wellington Cr",3,"u",1155000,"SA","Harcourts","22/08/2016",1.5,3002,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11216","East Melbourne","5/173 George St",1,"u",425000,"S","Biggin","28/08/2016",1.5,3002,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11217","East Melbourne","7/6 Wellington Cr",3,"h",1560000,"S","Caine","28/08/2016",1.5,3002,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11218","Essendon West","14 Clydebank Rd",3,"h",810000,"PI","Nelson","3/12/2016",9.8,3040,3,1,2,613,146.861538586252,1970,"Moonee Valley",-37.7552,144.8882
"11219","Essendon West","17 Hoffmans Rd",4,"h",1422000,"S","Nelson","4/06/2016",9.8,3040,4,2,2,505,335,2013,"Moonee Valley",-37.7518,144.8897
"11221","Essendon West","10 Beryl St",3,"h",1245000,"S","Brad","7/05/2016",9.8,3040,3,1,1,64,146.861538586252,1970,"Moonee Valley",-37.7494,144.8848
"11222","Essendon West","24a Emerald St",4,"t",1120000,"SP","Nelson","7/05/2016",9.8,3040,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11223","Essendon West","12 Prospect St",2,"h",1430000,"S","Barry","8/10/2016",9.8,3040,2,1,1,711,146.861538586252,1970,"Moonee Valley",-37.755,144.8848
"11225","Essendon West","22 Emerald St",4,"h",1345000,"S","Nelson","10/12/2016",9.8,3040,4,2,2,740,201,1950,"Moonee Valley",-37.7517,144.8873
"11227","Essendon West","1/410 Buckley St",3,"t",800000,"VB","Barry","12/06/2016",9.8,3040,3,3,2,242,146.861538586252,2013,"Moonee Valley",-37.7535,144.8868
"11229","Essendon West","461 Buckley St",3,"h",787500,"S","Nelson","12/11/2016",9.8,3040,3,1,1,556,105,1940,"Moonee Valley",-37.7537,144.8856
"11230","Essendon West","479a Buckley St",3,"h",685000,"S","Nelson","15/10/2016",9.8,3040,3,1,2,293,146.861538586252,1970,"Moonee Valley",-37.7535,144.8836
"11231","Essendon West","4/63 Hampton Rd",4,"t",652500,"S","Harcourts","15/10/2016",9.8,3040,4,2,1,179,160,1995,"Moonee Valley",-37.7527,144.8824
"11233","Essendon West","51 Clydebank Rd",3,"h",925000,"S","Brad","17/09/2016",9.8,3040,3,2,2,544,146.861538586252,1970,"Moonee Valley",-37.7576,144.889
"11235","Essendon West","2/44 Emerald St",2,"u",520000,"VB","Nelson","18/06/2016",9.8,3040,3,1,2,196,146.861538586252,1998,"Moonee Valley",-37.7513,144.8845
"11238","Essendon West","27 Ruby St",3,"h",810000,"SP","Paul","22/08/2016",9.8,3040,3,1,2,368,146.861538586252,1970,"Moonee Valley",-37.7527,144.8851
"11239","Essendon West","2/25 Emerald St",2,"t",638500,"S","Frank","23/04/2016",9.8,3040,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11241","Essendon West","2/45 Hoffmans Rd",3,"t",970000,"PI","Barry","24/09/2016",9.8,3040,3,2,2,356,223,2011,"Moonee Valley",-37.7493,144.8901
"11243","Essendon West","50 Ruby St",3,"h",1110000,"S","Barry","28/05/2016",9.8,3040,3,2,2,470,146.861538586252,1968,"Moonee Valley",-37.7522,144.883
"11244","Essendon West","53 Clydebank Rd",3,"h",1115000,"S","Barry","30/07/2016",9.8,3040,3,1,1,688,192,1950,"Moonee Valley",-37.7577,144.8892
"11245","Essendon West","57 Hampton Rd",3,"h",820000,"VB","Nelson","30/07/2016",9.8,3040,3,1,2,473,146.861538586252,1970,"Moonee Valley",-37.7519,144.883
"11246","Fawkner","3 Lovely St",3,"h",670000,"S","YPA","3/12/2016",12.4,3060,3,1,3,587,136,1970,"Moreland",-37.7007,144.9632
"11248","Fawkner","220 McBryde St",3,"h",645000,"SP","YPA","4/02/2016",12.4,3060,3,1,4,661,146.861538586252,1970,"Moreland",-37.7009,144.9776
"11250","Fawkner","1/71 Lynch Rd",2,"u",333000,"SP","hockingstuart","4/03/2017",12.4,3060,2,1,1,97,79,1970,"Moreland",-37.7118,144.9689
"11251","Fawkner","2A Piper St",3,"t",455000,"S","Brad","4/03/2017",12.4,3060,3,2,1,738,138,2010,"Moreland",-37.7109,144.9654
"11253","Fawkner","1b McDougall St",2,"h",378000,"S","Re","4/06/2016",12.4,3060,2,1,1,215,100,1990,"Moreland",-37.7049,144.9638
"11256","Fawkner","7 Alec Cr",3,"h",585000,"S","Ray","7/05/2016",12.4,3060,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11257","Fawkner","20 Penn Ct",3,"h",662000,"SP","Alexkarbon","7/05/2016",12.4,3060,4,2,2,620,146.861538586252,1970,"Moreland",-37.7034,144.9663
"11258","Fawkner","46 Percy St",3,"h",615000,"S","Ray","7/05/2016",12.4,3060,3,1,2,650,112,1950,"Moreland",-37.7076,144.9753
"11259","Fawkner","1/14 Preston St",3,"t",500000,"VB","Stockdale","7/05/2016",12.4,3060,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11260","Fawkner","45 Denys St",3,"h",650000,"SP","Brad","7/11/2016",12.4,3060,3,1,1,589,146.861538586252,1961,"Moreland",-37.7006,144.9697
"11261","Fawkner","17 James St",3,"h",665000,"S","hockingstuart","7/11/2016",12.4,3060,3,1,1,726,146.861538586252,1970,"Moreland",-37.7104,144.9733
"11262","Fawkner","84 Lynch Rd",3,"h",640000,"SP","hockingstuart","7/11/2016",12.4,3060,3,1,4,592,146.861538586252,1970,"Moreland",-37.7111,144.9664
"11263","Fawkner","73 Major Rd",3,"h",526000,"S","Harcourts","7/11/2016",12.4,3060,3,1,1,404,101,1960,"Moreland",-37.7075,144.9678
"11264","Fawkner","13 Mutton Rd",3,"h",540000,"S","Crane","7/11/2016",12.4,3060,3,1,1,614,94,1960,"Moreland",-37.7141,144.9677
"11265","Fawkner","45 Bruce St",4,"h",540000,"VB","Brad","8/10/2016",12.4,3060,4,2,3,254,164,1990,"Moreland",-37.7082,144.9725
"11268","Fawkner","3 Brian St",3,"h",625000,"S","Brad","10/12/2016",12.4,3060,3,1,2,585,88,1960,"Moreland",-37.695,144.9676
"11269","Fawkner","101 Denys St",3,"h",681000,"S","hockingstuart","10/12/2016",12.4,3060,3,2,4,587,153,1970,"Moreland",-37.6996,144.9605
"11270","Fawkner","159 Jukes Rd",3,"h",690000,"PI","hockingstuart","10/12/2016",12.4,3060,3,2,2,576,146.861538586252,1970,"Moreland",-37.7015,144.9625
"11272","Fawkner","151 McBryde St",3,"h",640000,"SP","Brad","10/12/2016",12.4,3060,3,1,2,720,97,1950,"Moreland",-37.7043,144.9769
"11273","Fawkner","87 McBryde St",3,"h",660000,"S","Stockdale","10/12/2016",12.4,3060,3,1,2,622,146.861538586252,1970,"Moreland",-37.7095,144.9757
"11274","Fawkner","53 Queens Pde",3,"h",783000,"S","hockingstuart","10/12/2016",12.4,3060,3,2,1,603,115,1940,"Moreland",-37.7194,144.9678
"11276","Fawkner","18 Pitt St",4,"h",635000,"S","Brad","11/03/2017",12.4,3060,4,2,2,567,116,1950,"Moreland",-37.7102,144.9703
"11278","Fawkner","4/14 Preston St",3,"t",550000,"VB","hockingstuart","12/11/2016",12.4,3060,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11279","Fawkner","2/26 Shirley St",3,"t",553500,"S","Ray","12/11/2016",12.4,3060,3,2,1,280,146.861538586252,1970,"Moreland",-37.7027,144.9615
"11280","Fawkner","15a Disney St",2,"u",460000,"S","Brad","13/08/2016",12.4,3060,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11281","Fawkner","13 McDougall St",2,"h",619000,"S","Ray","13/08/2016",12.4,3060,2,1,2,640,114,1970,"Moreland",-37.7038,144.9638
"11283","Fawkner","1/12 Brooks St",3,"t",460000,"SP","Eview","15/10/2016",12.4,3060,3,1,1,314,112,1970,"Moreland",-37.7066,144.9733
"11285","Fawkner","1 Imaroo St",4,"h",570500,"S","Ray","15/10/2016",12.4,3060,4,2,1,430,146.861538586252,1970,"Moreland",-37.7185,144.9754
"11287","Fawkner","2/79 Queens Pde",1,"u",288000,"S","Brad","15/10/2016",12.4,3060,1,1,1,69,146.861538586252,1960,"Moreland",-37.7192,144.9654
"11288","Fawkner","62 Dowding Cl",4,"h",615000,"S","Stockdale","16/04/2016",12.4,3060,4,2,3,476,146.861538586252,1977,"Moreland",-37.697,144.9655
"11292","Fawkner","250 McBryde St",3,"h",609000,"S","Ray","17/09/2016",12.4,3060,3,1,4,528,120,1965,"Moreland",-37.6989,144.9779
"11293","Fawkner","3 Penn Ct",3,"h",605000,"S","Brad","17/09/2016",12.4,3060,3,1,2,531,146.861538586252,1970,"Moreland",-37.7022,144.9669
"11294","Fawkner","37 Pitt St",3,"h",691500,"S","hockingstuart","17/09/2016",12.4,3060,3,1,1,646,146.861538586252,1970,"Moreland",-37.7086,144.9704
"11295","Fawkner","106 Jukes Rd",3,"h",850000,"SP","Leased","18/03/2017",12.4,3060,3,1,2,604,146.861538586252,1970,"Moreland",-37.7017,144.9676
"11296","Fawkner","26 Ledger Av",3,"h",760500,"S","Brad","18/03/2017",12.4,3060,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11298","Fawkner","3 Syndal St",3,"h",650000,"SP","Brad","18/03/2017",12.4,3060,3,1,3,602,97,1950,"Moreland",-37.7144,144.9737
"11299","Fawkner","16 Janice Ct",3,"h",538000,"S","Nelson","18/06/2016",12.4,3060,3,1,4,789,146.861538586252,1970,"Hume",-37.6912,144.9623
"11300","Fawkner","21 Penn Ct",4,"h",750000,"S","Brad","18/06/2016",12.4,3060,4,2,1,613,219,1970,"Moreland",-37.7034,144.9666
"11302","Fawkner","1 James St",3,"h",650000,"SP","Brad","19/11/2016",12.4,3060,3,1,1,725,146.861538586252,1970,"Moreland",-37.7115,144.9731
"11303","Fawkner","3 Jeanine Cr",3,"h",622000,"S","Nelson","19/11/2016",12.4,3060,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11305","Fawkner","30 Tucker St",4,"h",771000,"S","hockingstuart","19/11/2016",12.4,3060,4,2,2,647,146.861538586252,1970,"Moreland",-37.7089,144.9695
"11306","Fawkner","1/11 Brockley Rd",3,"h",400000,"S","Raine","22/05/2016",12.4,3060,3,1,1,285,146.861538586252,1970,"Moreland",-37.7161,144.9662
"11307","Fawkner","17 Edward St",3,"h",527000,"S","YPA","22/05/2016",12.4,3060,3,1,1,609,103,1960,"Moreland",-37.7083,144.9644
"11308","Fawkner","102a Jukes Rd",3,"t",538000,"S","Luxton","22/05/2016",12.4,3060,3,2,2,217,146.861538586252,1970,"Moreland",-37.7018,144.9679
"11309","Fawkner","82 Lorne St",3,"h",860000,"S","Nelson","22/05/2016",12.4,3060,2,1,4,1075,146.861538586252,1970,"Moreland",-37.7156,144.9708
"11310","Fawkner","94 Major Rd",3,"h",515000,"PI","hockingstuart","22/05/2016",12.4,3060,3,1,1,599,107,1960,"Moreland",-37.7071,144.9666
"11314","Fawkner","10 Patricia Dr",3,"h",617000,"SP","hockingstuart","23/04/2016",12.4,3060,3,1,1,540,114,1960,"Moreland",-37.6973,144.962
"11315","Fawkner","162 Anderson Rd",3,"h",550000,"S","Brad","24/09/2016",12.4,3060,2,1,1,583,146.861538586252,1970,"Moreland",-37.6949,144.9619
"11316","Fawkner","1/80 Argyle St",4,"u",540000,"S","hockingstuart","24/09/2016",12.4,3060,4,2,3,209,120,1960,"Moreland",-37.7172,144.968
"11318","Fawkner","41 Murray St",3,"h",643000,"S","Nelson","24/09/2016",12.4,3060,2,1,2,701,146.861538586252,1970,"Moreland",-37.7054,144.963
"11319","Fawkner","34a Preston St",3,"h",631000,"S","hockingstuart","24/09/2016",12.4,3060,3,2,2,297,133,2012,"Moreland",-37.6994,144.9686
"11320","Fawkner","89 Marlborough St",3,"h",782000,"S","Brad","25/02/2017",12.4,3060,3,1,2,628,146.861538586252,1970,"Moreland",-37.718,144.9642
"11321","Fawkner","256 McBryde St",3,"h",640000,"SP","YPA","25/02/2017",12.4,3060,3,1,4,533,135,1965,"Moreland",-37.6985,144.9778
"11323","Fawkner","19 Stanford Cl",4,"h",700500,"S","Stockdale","26/07/2016",12.4,3060,4,2,2,467,146.861538586252,1997,"Moreland",-37.6963,144.9645
"11324","Fawkner","12 Brockley Rd",3,"h",532000,"S","Nelson","27/06/2016",12.4,3060,3,1,1,614,146.861538586252,1970,"Moreland",-37.716,144.9666
"11325","Fawkner","6 Brockley Rd",2,"h",575000,"S","Stockdale","27/06/2016",12.4,3060,2,1,2,621,109,1960,"Moreland",-37.7164,144.9666
"11328","Fawkner","2 Murray St",4,"h",562000,"S","Stockdale","27/06/2016",12.4,3060,4,2,2,374,136,2005,"Moreland",-37.7056,144.9671
"11329","Fawkner","106 William St",3,"h",620000,"S","Stockdale","27/06/2016",12.4,3060,3,1,2,604,190,1970,"Moreland",-37.6978,144.9686
"11330","Fawkner","14 Baird St",4,"h",655000,"S","Brad","27/11/2016",12.4,3060,4,1,3,664,146.861538586252,1970,"Moreland",-37.7063,144.9712
"11333","Fawkner","12 Selola Ct",3,"h",652500,"PI","hockingstuart","27/11/2016",12.4,3060,3,1,1,592,113,1960,"Moreland",-37.6968,144.9674
"11334","Fawkner","13 Brockley Rd",4,"h",1010000,"S","Stockdale","28/05/2016",12.4,3060,4,2,2,607,338,2015,"Moreland",-37.716,144.9663
"11335","Fawkner","15 Dowding Cl",3,"h",480000,"S","Nelson","28/05/2016",12.4,3060,3,2,2,305,146.861538586252,1970,"Moreland",-37.6972,144.9634
"11337","Fawkner","1/26 Tucker St",3,"t",492000,"S","Ray","28/08/2016",12.4,3060,3,1,1,208,107,2011,"Moreland",-37.7092,144.9695
"11338","Fawkner","38 Tyrrell Cr",4,"h",626000,"S","Ray","28/08/2016",12.4,3060,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11339","Fawkner","2/11 Dowling St",3,"u",422500,"S","Ray","30/07/2016",12.4,3060,3,2,1,195,91,2000,"Moreland",-37.7062,144.9688
"11341","Hawthorn East","742 Burwood Rd",2,"h",1550000,"S","Noel","3/12/2016",7.5,3123,2,1,2,432,146.861538586252,1970,"Boroondara",-37.8249,145.0532
"11344","Hawthorn East","15 Rathmines Rd",3,"h",2151000,"S","Kay","3/12/2016",7.5,3123,3,1,2,780,146.861538586252,1970,"Boroondara",-37.8198,145.0465
"11348","Hawthorn East","2/28 Caroline St",3,"t",1220000,"S","Marshall","4/03/2017",7.5,3123,3,2,2,166,146.861538586252,1980,"Boroondara",-37.8293,145.0456
"11353","Hawthorn East","3/348 Riversdale Rd",2,"u",665500,"S","hockingstuart","4/03/2017",7.5,3123,2,1,2,945,146.861538586252,1970,"Boroondara",-37.8308,145.0508
"11354","Hawthorn East","66 Roseberry St",3,"h",1865000,"S","Jellis","4/03/2017",7.5,3123,3,2,2,431,120,1950,"Boroondara",-37.8269,145.0496
"11356","Hawthorn East","4/78 Campbell Rd",3,"t",1500000,"VB","Kay","4/06/2016",7.5,3123,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11357","Hawthorn East","1/31 Havelock Rd",3,"u",875000,"S","Kay","4/06/2016",7.5,3123,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11361","Hawthorn East","22 Miami St",3,"h",1650000,"VB","RT","6/08/2016",7.5,3123,3,2,2,302,146.861538586252,1970,"Boroondara",-37.8348,145.0453
"11363","Hawthorn East","1051 Burke Rd",3,"h",1615000,"S","Jellis","7/05/2016",7.5,3123,3,3,4,459,146.861538586252,1970,"Boroondara",-37.8205,145.0585
"11367","Hawthorn East","2/2 Myrniong Gr",3,"h",1600000,"VB","Marshall","7/05/2016",7.5,3123,3,2,2,200,146.861538586252,1970,"Boroondara",-37.8396,145.0514
"11368","Hawthorn East","310 Riversdale Rd",3,"h",1450000,"PI","hockingstuart","7/05/2016",7.5,3123,3,2,2,466,176,1915,"Boroondara",-37.8305,145.0475
"11372","Hawthorn East","17 Oberon Av",3,"h",1410000,"S","Jellis","8/10/2016",7.5,3123,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11373","Hawthorn East","10/26 Redfern Rd",3,"t",1110000,"S","Jellis","8/10/2016",7.5,3123,3,2,2,94,169,2005,"Boroondara",-37.8302,145.0525
"11374","Hawthorn East","21 Russell St",4,"t",1425000,"S","Jellis","8/10/2016",7.5,3123,4,2,2,154,146.861538586252,1998,"Boroondara",-37.8298,145.0537
"11381","Hawthorn East","503 Tooronga Rd",3,"h",1700000,"VB","Jellis","10/09/2016",7.5,3123,3,2,1,646,228,1980,"Boroondara",-37.8337,145.0469
"11383","Hawthorn East","20 Beaconsfield Rd",2,"h",1585000,"S","Jellis","10/12/2016",7.5,3123,2,1,2,390,102,1935,"Boroondara",-37.8322,145.0486
"11384","Hawthorn East","1/1 Clifton Rd",3,"u",935000,"PI","Noel","10/12/2016",7.5,3123,3,2,1,144,107,1975,"Boroondara",-37.8435,145.0497
"11387","Hawthorn East","4/50 Victoria Rd",3,"h",1460000,"PI","Marshall","12/06/2016",7.5,3123,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11395","Hawthorn East","515/138 Camberwell Rd",2,"u",820000,"PI","RT","13/08/2016",7.5,3123,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11399","Hawthorn East","6/537 Tooronga Rd",3,"t",1170000,"S","Jellis","14/05/2016",7.5,3123,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11401","Hawthorn East","123/20 Camberwell Rd",2,"u",670000,"VB","RT","15/10/2016",7.5,3123,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"11404","Hawthorn East","1/36 Pleasant Rd",4,"t",1738000,"S","Jellis","15/10/2016",7.5,3123,4,3,2,324,241,2002,"Boroondara",-37.8348,145.0503
"11405","Hawthorn East","1 Torring Rd",2,"h",1582000,"S","Fletchers","15/10/2016",7.5,3123,2,2,2,358,146.861538586252,1970,"Boroondara",-37.8341,145.0528
"11411","Hawthorn East","3 Avenue Victoria",4,"h",1920000,"VB","Jellis","17/09/2016",7.5,3123,4,2,2,749,146.861538586252,1970,"Boroondara",-37.8235,145.0525
"11412","Hawthorn East","40 Campbell Gr",3,"h",1420000,"PI","Marshall","17/09/2016",7.5,3123,3,1,2,362,130,1910,"Boroondara",-37.8337,145.0504
"11415","Hawthorn East","10 Miami St",3,"h",2100000,"VB","Marshall","17/09/2016",7.5,3123,3,1,2,664,146.861538586252,1930,"Boroondara",-37.8345,145.0443
"11418","Hawthorn East","66 Roseberry St",3,"h",1825000,"S","Jellis","17/09/2016",7.5,3123,3,2,2,431,120,1950,"Boroondara",-37.8269,145.0496
"11420","Hawthorn East","2/2 Clifton Rd",2,"u",840000,"S","Jellis","18/03/2017",7.5,3123,2,1,1,150,99,1969,"Boroondara",-37.844,145.0496
"11421","Hawthorn East","501/38 Harold St",2,"u",705000,"PI","Marshall","18/03/2017",7.5,3123,2,2,1,78,146.861538586252,2011,"Boroondara",-37.8284,145.0535
"11427","Hawthorn East","38 Caroline St",3,"h",1538000,"S","Jellis","18/06/2016",7.5,3123,2,1,2,287,146.861538586252,1970,"Boroondara",-37.8292,145.046
"11428","Hawthorn East","11 Council St",3,"h",1320000,"VB","Jellis","18/06/2016",7.5,3123,3,2,1,213,162,1890,"Boroondara",-37.8302,145.0542
"11430","Hawthorn East","4/2 Myrniong Gr",3,"t",1240000,"S","Jellis","18/06/2016",7.5,3123,3,2,2,155,146.861538586252,1970,"Boroondara",-37.8397,145.0514
